Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Ducula pickeringii,Columbidae,Columbiformes,AVIBASE-9EC10FC3,5,1,0,4,4.0,25.9,14.2,6.9,6.6,31.4,232.0,73.0,158.8,31.5,152.2,377.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial
Ducula pinon,Columbidae,Columbiformes,AVIBASE-1E6361D1,11,5,6,0,10.0,33.7,20.4,8.7,7.7,33.7,255.6,77.6,177.0,30.5,139.3,756.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula pistrinaria,Columbidae,Columbiformes,AVIBASE-FF2005EB,5,3,2,0,4.0,30.1,16.5,8.4,6.8,32.1,239.8,71.0,171.0,29.3,145.4,515.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula poliocephala,Columbidae,Columbiformes,AVIBASE-31042F32,5,2,3,0,4.0,29.3,13.5,6.4,6.0,30.0,212.0,63.4,149.9,29.8,149.8,555.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula radiata,Columbidae,Columbiformes,AVIBASE-C7729D54,5,1,1,3,4.0,23.7,12.1,5.7,4.9,26.2,204.2,66.2,137.2,32.6,137.0,295.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Ducula rosacea,Columbidae,Columbiformes,AVIBASE-EED4B6F5,4,2,2,0,4.0,27.5,14.7,6.3,5.9,33.8,229.0,74.8,154.2,32.6,141.5,385.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula rubricera,Columbidae,Columbiformes,AVIBASE-D03EA6BA,5,2,3,0,4.0,30.6,18.2,8.1,7.0,34.1,238.8,79.0,160.0,33.0,128.6,652.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula rufigaster,Columbidae,Columbiformes,AVIBASE-18C4B783,8,2,6,0,8.0,27.8,13.4,6.3,5.9,31.0,196.6,54.3,142.4,27.6,109.0,436.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula spilorrhoa,Columbidae,Columbiformes,AVIBASE-A251CB8F,4,2,2,0,4.0,27.4,14.5,7.0,6.8,32.1,241.2,79.7,161.6,33.0,141.5,464.0,Updated_literature,BoW,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula subflavescens,Columbidae,Columbiformes,AVIBASE-E3B13C16,4,1,1,2,4.0,32.5,16.6,7.1,5.9,32.9,235.0,91.3,143.7,38.9,117.5,440.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula whartoni,Columbidae,Columbiformes,AVIBASE-DDC4CBBB,5,1,4,0,4.0,28.2,14.6,6.6,6.0,35.3,251.0,72.2,179.2,28.8,170.6,571.2,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Ducula zoeae,Columbidae,Columbiformes,AVIBASE-7656697A,5,2,3,0,4.0,31.0,14.8,6.0,6.1,32.0,219.8,56.9,162.3,26.0,127.8,568.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Gallicolumba crinigera,Columbidae,Columbiformes,AVIBASE-F868CF77,4,2,2,0,4.0,20.3,10.3,3.1,4.5,36.1,150.2,43.0,107.2,28.6,97.2,192.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Gallicolumba keayi,Columbidae,Columbiformes,AVIBASE-A5C58F88,2,1,1,0,2.0,21.9,9.2,3.4,4.8,35.0,139.2,45.6,93.6,32.8,77.7,190.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Gallicolumba luzonica,Columbidae,Columbiformes,AVIBASE-804BBC8C,8,4,3,1,8.0,20.7,8.8,2.9,4.2,32.5,142.7,39.0,103.6,27.4,80.7,196.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Gallicolumba menagei,Columbidae,Columbiformes,AVIBASE-521FCF00,2,0,1,1,2.0,23.4,10.4,3.5,5.2,34.6,158.5,47.9,110.7,30.2,97.5,196.0,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Gallicolumba platenae,Columbidae,Columbiformes,AVIBASE-6505921E,6,1,3,2,6.0,19.9,9.8,4.2,5.3,35.0,153.1,42.2,110.8,27.6,98.4,196.0,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Gallicolumba rufigula,Columbidae,Columbiformes,AVIBASE-B4901E1B,5,2,3,0,4.0,18.8,8.4,2.6,3.7,31.3,129.8,36.8,92.5,28.4,75.2,130.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Gallicolumba tristigmata,Columbidae,Columbiformes,AVIBASE-F991F61F,4,3,1,0,3.0,22.6,9.7,4.7,4.9,43.0,159.3,41.2,118.1,25.8,108.0,275.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Geopelia cuneata,Columbidae,Columbiformes,AVIBASE-4A80DFC5,5,2,3,0,4.0,12.8,6.3,2.2,2.4,13.8,89.2,31.8,57.5,35.6,100.4,31.6,Dunning,NA,NO,NA,NA,Grassland,2,1,Herbivore,Granivore,Terrestrial
Geopelia humeralis,Columbidae,Columbiformes,AVIBASE-A39F91F0,5,2,3,0,4.0,19.3,10.0,3.4,3.6,22.6,138.2,41.5,96.0,30.2,134.0,128.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial
Geopelia maugeus,Columbidae,Columbiformes,AVIBASE-745E4C3D,5,3,2,0,5.0,15.0,7.9,2.7,2.9,18.5,100.4,30.8,69.6,30.7,102.2,56.6,Inferred,NA,YES,Body Mass,Geopelia striata,Woodland,2,1,Herbivore,Granivore,Terrestrial
Geopelia placida,Columbidae,Columbiformes,AVIBASE-8DF7FC3F,6,2,4,0,5.0,13.6,7.4,2.4,2.8,15.2,99.0,32.8,66.0,33.2,89.7,47.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial
Geopelia striata,Columbidae,Columbiformes,AVIBASE-91C3A5E9,5,2,3,0,4.0,17.2,7.6,2.5,2.9,15.5,97.0,27.1,70.6,27.7,95.0,56.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial
Geophaps plumifera,Columbidae,Columbiformes,AVIBASE-FFEE836B,9,4,5,0,8.0,16.8,10.5,4.5,5.7,20.4,106.7,30.9,75.1,29.2,68.1,94.3,Dunning,NA,NO,NA,NA,Grassland,3,2,Herbivore,Granivore,Terrestrial
Geophaps scripta,Columbidae,Columbiformes,AVIBASE-AD62DDA5,5,2,2,1,4.0,19.8,9.7,4.5,5.1,28.8,140.6,37.6,101.7,27.0,105.8,221.4,Dunning,NA,NO,NA,NA,Woodland,2,2,Herbivore,Granivore,Terrestrial
Geophaps smithii,Columbidae,Columbiformes,AVIBASE-888803D1,5,2,3,0,4.0,20.2,11.1,5.2,6.1,29.6,132.8,31.7,99.1,24.3,81.4,194.0,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Terrestrial
Geotrygon caniceps,Columbidae,Columbiformes,AVIBASE-947E8D75,5,1,2,2,5.0,21.4,7.9,3.0,4.6,35.2,148.6,43.8,104.8,29.5,89.4,192.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial
Geotrygon chrysia,Columbidae,Columbiformes,AVIBASE-913CBCDF,4,2,2,0,4.0,23.9,9.2,3.0,4.2,30.2,152.8,49.4,103.4,32.3,92.0,169.0,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Omnivore,Terrestrial
Geotrygon leucometopia,Columbidae,Columbiformes,AVIBASE-6200936B,4,1,3,0,4.0,20.2,7.7,2.8,3.9,34.3,151.5,48.6,102.9,32.0,81.0,192.0,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial
Geotrygon montana,Columbidae,Columbiformes,AVIBASE-4817EC01,37,11,23,3,12.0,19.5,9.0,3.5,4.4,26.9,136.5,36.7,99.2,27.1,76.3,133.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Geotrygon mystacea,Columbidae,Columbiformes,AVIBASE-CA7BC4DA,4,1,2,1,4.0,26.6,9.9,3.2,5.1,34.1,162.0,46.6,115.4,28.8,88.2,211.0,Dunning,NA,NO,NA,NA,Woodland,1,1,Omnivore,Omnivore,Terrestrial
Geotrygon purpurata,Columbidae,Columbiformes,AVIBASE-B18C3C10,4,2,2,0,4.0,20.6,10.1,3.2,4.2,35.7,134.2,35.2,99.0,26.3,65.0,129.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial
Geotrygon saphirina,Columbidae,Columbiformes,AVIBASE-B6C1516E,6,1,3,2,6.0,19.4,8.7,3.4,3.8,35.3,136.3,39.8,96.5,29.2,63.1,203.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Terrestrial
Geotrygon versicolor,Columbidae,Columbiformes,AVIBASE-CA19EB97,4,0,2,2,4.0,24.7,9.9,3.8,5.0,35.6,155.8,45.6,110.2,29.3,88.2,225.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Geotrygon violacea,Columbidae,Columbiformes,AVIBASE-39197875,9,2,5,2,6.0,19.6,8.0,2.5,4.2,26.4,143.4,47.8,95.7,33.3,86.7,95.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Terrestrial
Goura cristata,Columbidae,Columbiformes,AVIBASE-556137A4,4,2,2,0,4.0,43.3,27.8,8.5,9.5,101.2,355.5,62.5,293.0,17.6,260.0,2000.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial
Goura scheepmakeri,Columbidae,Columbiformes,AVIBASE-6551B257,4,2,2,0,4.0,46.9,29.2,8.1,8.8,89.8,354.5,60.8,293.8,17.1,266.8,2235.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial
Goura sclaterii,Columbidae,Columbiformes,AVIBASE-9965E32D,4,2,2,0,4.0,50.0,27.9,8.5,9.6,93.5,359.0,68.8,290.2,19.2,263.9,2235.0,DataFromSplit,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial
Goura victoria,Columbidae,Columbiformes,AVIBASE-EAA06956,4,2,2,0,4.0,45.9,28.7,8.1,9.0,90.2,350.5,66.2,284.2,18.9,258.2,2384.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Terrestrial
Gymnophaps albertisii,Columbidae,Columbiformes,AVIBASE-B7440FF2,4,2,2,0,4.0,23.1,10.7,4.8,5.7,24.6,200.2,75.0,125.2,37.5,148.2,259.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Gymnophaps mada,Columbidae,Columbiformes,AVIBASE-534A2A6A,4,2,2,0,4.0,26.6,11.7,5.1,5.4,27.0,216.5,71.0,145.5,32.8,164.5,334.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Gymnophaps solomonensis,Columbidae,Columbiformes,AVIBASE-42F486DA,2,1,1,0,2.0,25.1,12.2,6.2,6.8,28.3,215.0,74.0,141.1,34.5,159.5,335.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Gymnophaps stalkeri,Columbidae,Columbiformes,AVIBASE-8A28C238,1,0,1,0,1.0,25.9,11.6,7.1,4.5,25.8,202.0,67.2,134.8,33.3,146.0,334.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Hemiphaga chathamensis,Columbidae,Columbiformes,AVIBASE-1819B63F,4,0,1,3,4.0,33.1,15.5,8.0,9.1,38.8,272.0,83.9,188.1,30.8,195.5,789.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Hemiphaga novaeseelandiae,Columbidae,Columbiformes,AVIBASE-335C2C80,8,3,4,1,4.0,29.6,13.0,5.9,6.0,34.5,256.6,81.4,175.2,31.7,193.2,653.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Henicophaps albifrons,Columbidae,Columbiformes,AVIBASE-A91318C0,5,2,3,0,4.0,36.0,22.4,7.1,8.5,32.9,192.6,52.8,139.0,27.5,139.4,247.0,Dunning,NA,NO,NA,NA,Forest,3,1,Omnivore,Omnivore,Terrestrial
Henicophaps foersteri,Columbidae,Columbiformes,AVIBASE-0165D38B,1,1,0,0,1.0,34.3,20.7,6.4,8.6,34.5,203.0,52.3,150.7,25.8,135.0,247.0,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,3,1,Omnivore,Omnivore,Terrestrial
Leptotila cassinii,Columbidae,Columbiformes,AVIBASE-34B0DFFA,13,5,6,2,6.0,17.9,8.8,3.4,3.9,29.9,132.3,31.8,100.8,24.0,86.1,159.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial
Leptotila conoveri,Columbidae,Columbiformes,AVIBASE-52700241,2,1,1,0,2.0,20.6,9.1,2.8,3.5,31.6,136.0,32.0,103.9,23.6,90.8,153.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial
Leptotila jamaicensis,Columbidae,Columbiformes,AVIBASE-401B5C83,5,0,0,5,4.0,21.8,11.5,3.0,3.9,28.8,147.0,44.5,99.2,31.0,95.6,165.0,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Granivore,Terrestrial
Leptotila megalura,Columbidae,Columbiformes,AVIBASE-BAB92B27,8,2,4,2,4.0,20.2,10.2,3.2,4.4,30.8,150.2,39.2,111.0,26.1,112.6,218.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial
Leptotila ochraceiventris,Columbidae,Columbiformes,AVIBASE-597CE4E8,4,2,2,0,4.0,21.2,9.2,3.1,3.8,31.3,132.4,33.5,99.0,25.3,96.2,146.0,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Generalist
Leptotila pallida,Columbidae,Columbiformes,AVIBASE-D4CDB0EA,4,2,1,1,4.0,20.4,10.9,3.4,3.9,30.3,136.2,34.1,102.1,25.1,93.0,122.8,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial
Leptotila plumbeiceps,Columbidae,Columbiformes,AVIBASE-A2066DD0,7,3,4,0,5.0,20.4,7.2,2.8,4.1,30.8,140.1,37.5,100.5,27.2,97.1,170.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial
Leptotila rufaxilla,Columbidae,Columbiformes,AVIBASE-684B9362,21,6,8,7,4.0,20.3,10.4,3.4,4.5,27.3,135.5,32.9,101.6,24.5,94.3,157.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Granivore,Terrestrial
Leptotila verreauxi,Columbidae,Columbiformes,AVIBASE-6141E8C8,38,14,12,12,8.0,19.5,10.0,3.6,4.0,27.7,136.7,29.8,104.6,22.1,102.1,146.9,Dunning,NA,NO,NA,NA,Shrubland,1,1,Herbivore,Granivore,Terrestrial
Leptotila wellsi,Columbidae,Columbiformes,AVIBASE-4A922076,1,0,1,0,1.0,21.2,9.6,3.2,4.9,32.2,138.0,21.6,116.4,15.7,91.0,200.0,Dunning,NA,NO,NA,NA,Woodland,1,1,Herbivore,Granivore,Terrestrial
Leptotrygon veraguensis,Columbidae,Columbiformes,AVIBASE-BB65071B,5,2,2,1,4.0,20.1,6.8,2.6,3.9,35.4,132.2,35.7,95.8,27.1,69.8,155.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Leucosarcia melanoleuca,Columbidae,Columbiformes,AVIBASE-E91C72D9,4,1,3,0,4.0,28.8,12.3,4.6,4.6,41.2,197.0,63.7,133.3,32.3,133.0,428.6,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Terrestrial
Lopholaimus antarcticus,Columbidae,Columbiformes,AVIBASE-B6416BD3,5,0,0,5,4.0,25.8,13.3,5.8,8.9,30.8,277.6,106.1,172.7,38.0,193.4,496.4,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Macropygia amboinensis,Columbidae,Columbiformes,AVIBASE-A0F0F910,6,2,3,1,5.0,21.0,9.1,3.5,4.8,22.8,173.2,55.2,116.6,32.2,191.6,237.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia cinnamomea,Columbidae,Columbiformes,AVIBASE-F30B6A47,0,0,0,0,0.0,22.2,10.0,3.7,4.9,22.8,171.0,55.4,115.8,32.4,154.5,161.0,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Macropygia emiliana,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia doreya,Columbidae,Columbiformes,AVIBASE-A8BFA3EA,1,0,0,1,0.0,21.0,9.1,3.5,4.8,22.8,164.0,55.2,116.6,32.2,185.0,237.0,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Kipp's Distance; Secondary1; Hand-Wing Index,Macropygia amboinensis,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia emiliana,Columbidae,Columbiformes,AVIBASE-4254A9CB,5,1,4,0,4.0,22.2,10.0,3.7,4.9,22.8,171.0,55.4,115.8,32.4,154.5,161.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia macassariensis,Columbidae,Columbiformes,AVIBASE-EDF138FC,0,0,0,0,0.0,21.4,9.6,3.7,4.8,24.5,175.8,56.9,115.4,33.1,189.0,237.0,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Macropygia phasianella,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia mackinlayi,Columbidae,Columbiformes,AVIBASE-A497EDE2,5,2,3,0,4.0,16.7,6.8,2.8,4.0,21.4,148.6,47.4,101.6,31.8,156.5,85.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Macropygia magna,Columbidae,Columbiformes,AVIBASE-E3CD28EA,4,1,3,0,4.0,22.0,10.8,4.2,5.8,24.7,187.2,59.7,127.6,31.8,186.9,237.0,Inferred,NA,YES,Body Mass,Macropygia phasianella,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia modiglianii,Columbidae,Columbiformes,AVIBASE-94D0405A,0,0,0,0,0.0,22.2,10.0,3.7,4.9,22.8,171.0,55.4,115.8,32.4,154.5,161.0,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Macropygia emiliana,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia nigrirostris,Columbidae,Columbiformes,AVIBASE-8BA75FED,4,2,2,0,4.0,18.6,8.1,3.2,5.3,19.7,146.5,53.2,93.3,36.3,137.2,90.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Macropygia phasianella,Columbidae,Columbiformes,AVIBASE-1CFF2F57,4,2,1,1,3.0,21.4,9.6,3.7,4.8,24.5,175.8,56.9,115.4,33.1,189.0,237.0,Dunning,NA,NO,NA,NA,NA,1,2,Herbivore,Omnivore,Insessorial
Macropygia ruficeps,Columbidae,Columbiformes,AVIBASE-890C54C3,5,2,3,0,4.0,16.7,7.0,2.8,3.6,18.8,141.0,51.1,88.4,36.6,150.6,81.9,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Generalist
Macropygia rufipennis,Columbidae,Columbiformes,AVIBASE-DC1A2059,5,2,3,0,4.0,21.1,9.8,3.8,5.0,24.2,191.0,72.2,119.3,37.7,182.7,256.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia tenuirostris,Columbidae,Columbiformes,AVIBASE-C1066969,5,3,2,0,4.0,20.5,9.2,3.6,4.8,21.6,176.2,58.6,117.6,33.2,187.2,177.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia timorlaoensis,Columbidae,Columbiformes,AVIBASE-DA25D77D,0,0,0,0,0.0,21.4,9.6,3.7,4.8,24.5,175.8,56.9,115.4,33.1,189.0,237.0,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Macropygia phasianella,Forest,1,1,Herbivore,Frugivore,Insessorial
Macropygia unchall,Columbidae,Columbiformes,AVIBASE-C0181886,5,3,2,0,4.0,22.1,9.5,3.3,4.2,21.9,174.8,61.9,110.3,35.9,166.4,168.0,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial
Metriopelia aymara,Columbidae,Columbiformes,AVIBASE-A12A84C3,5,2,3,0,4.0,12.9,6.9,2.7,2.9,18.9,116.2,45.2,70.0,39.2,61.6,61.8,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Granivore,Terrestrial
Metriopelia ceciliae,Columbidae,Columbiformes,AVIBASE-2F40A0F8,5,2,3,0,4.0,13.8,8.1,2.8,3.1,17.6,95.0,24.0,70.5,25.4,66.2,55.1,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial
Metriopelia melanoptera,Columbidae,Columbiformes,AVIBASE-C28815B3,9,4,5,0,4.0,15.0,8.6,3.0,3.8,19.6,130.6,50.2,80.5,38.4,83.3,100.0,Dunning,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial
Metriopelia morenoi,Columbidae,Columbiformes,AVIBASE-D6484023,4,2,2,0,4.0,12.9,7.6,2.8,3.1,18.6,95.8,26.0,69.8,27.2,75.8,28.6,EltonTraits_Model,NA,NO,NA,NA,Shrubland,3,1,Herbivore,Granivore,Terrestrial
Nesoenas mayeri,Columbidae,Columbiformes,AVIBASE-602F4DD0,4,1,2,1,4.0,27.4,13.9,5.1,5.6,34.7,208.5,62.2,146.3,29.8,159.3,302.8,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Omnivore,Generalist
Ocyphaps lophotes,Columbidae,Columbiformes,AVIBASE-245D312A,5,2,3,0,4.0,17.7,9.2,4.2,4.3,26.4,160.6,64.1,96.2,40.0,134.4,204.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Herbivore,Omnivore,Terrestrial
Oena capensis,Columbidae,Columbiformes,AVIBASE-DDC2CC92,5,2,3,0,4.0,13.6,7.3,2.1,2.8,14.3,102.5,40.2,62.1,39.3,125.8,40.6,Dunning,NA,NO,NA,NA,Shrubland,3,2,Herbivore,Granivore,Terrestrial
Otidiphaps nobilis,Columbidae,Columbiformes,AVIBASE-5C686F54,14,6,6,2,13.0,28.9,13.7,4.3,6.3,62.4,181.4,27.5,152.8,15.2,176.5,500.0,Dunning,NA,NO,NA,NA,Forest,2,2,Herbivore,Omnivore,Terrestrial
Paraclaravis geoffroyi,Columbidae,Columbiformes,AVIBASE-1652D541,4,2,2,0,4.0,17.4,10.8,3.4,3.7,22.1,118.0,41.0,77.0,34.7,81.8,43.5,EltonTraits_Model,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Terrestrial
Paraclaravis mondetoura,Columbidae,Columbiformes,AVIBASE-B3FE23FB,9,3,6,0,4.0,18.1,7.0,2.8,3.6,22.2,116.9,33.0,83.5,28.3,81.3,89.7,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Granivore,Terrestrial
Patagioenas araucana,Columbidae,Columbiformes,AVIBASE-2BD38691,5,2,3,0,4.0,24.9,12.6,5.0,5.6,30.8,210.2,77.9,132.1,37.0,133.4,270.0,Updated_literature,BoW,NO,NA,NA,Forest,2,2,Herbivore,Frugivore,Insessorial
Patagioenas caribaea,Columbidae,Columbiformes,AVIBASE-05E3F3DF,3,2,1,0,3.0,24.0,12.0,5.5,6.0,28.3,209.7,74.0,135.7,35.3,147.0,250.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Patagioenas cayennensis,Columbidae,Columbiformes,AVIBASE-A8908194,13,5,8,0,6.0,24.5,12.1,4.6,5.5,23.4,180.3,62.8,115.9,35.1,112.7,229.0,Dunning,NA,NO,NA,NA,Forest,3,1,Herbivore,Frugivore,Insessorial
Patagioenas corensis,Columbidae,Columbiformes,AVIBASE-A87AEB78,9,4,4,1,9.0,19.8,11.5,4.8,6.0,26.2,192.0,66.8,125.2,34.8,113.0,272.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Omnivore,Insessorial
Patagioenas fasciata,Columbidae,Columbiformes,AVIBASE-31ACA998,20,7,11,2,7.0,25.5,15.1,6.0,6.1,26.5,205.4,73.8,131.3,36.0,141.5,366.3,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Granivore,Terrestrial
Patagioenas flavirostris,Columbidae,Columbiformes,AVIBASE-F8174D40,10,2,8,0,4.0,23.0,11.2,4.0,5.7,23.1,186.9,68.6,123.9,35.6,114.8,270.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial
Patagioenas goodsoni,Columbidae,Columbiformes,AVIBASE-A057002F,6,4,2,0,6.0,17.0,9.1,4.0,5.2,20.0,148.7,50.9,97.8,34.2,99.6,176.0,Inferred,NA,YES,Body Mass,Patagioenas nigrirostris,Forest,2,1,Herbivore,Frugivore,Insessorial
Patagioenas inornata,Columbidae,Columbiformes,AVIBASE-C4BD9E16,4,2,1,1,4.0,24.7,14.1,4.6,5.2,27.7,209.0,81.5,127.5,39.0,123.8,365.0,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial
Patagioenas leucocephala,Columbidae,Columbiformes,AVIBASE-5F571C8A,4,1,1,2,4.0,27.8,13.9,5.3,5.3,26.7,190.8,64.7,126.1,33.9,121.5,240.1,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Frugivore,Insessorial
Patagioenas maculosa,Columbidae,Columbiformes,AVIBASE-346FC22F,13,6,7,0,7.0,23.5,11.4,4.6,5.9,29.6,221.9,86.3,136.0,38.8,118.6,347.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Granivore,Terrestrial
